OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-477529,14784,Kinder Cards,"Ferrero,Kinder",128 g,"Belgien,Bulgarien,Finnland,Frankreich,Deutschland,Ungarn,Italien,Luxemburg,Marokko,RumÃ¤nien,Spanien,Schweden,Schweiz",12/17/2025,10.3
REC-563532,9187,Petites Madeleines pÃ©pites chocolat,St Michel,400 g,"France,Suisse",8/31/2025,11.68
REC-172405,5318,8 Pains au lait frais Bio 280g,,280 g,France,2/20/2025,21.26
REC-326784,10469,,Bimo,21 g,Maroc,5/15/2024,
REC-601917,6223,single origin milk chocolate,Marks & Spencer,100g,"France, Royaume-Uni",1/6/2025,21.81
REC-542762,6066,Petit Cookies PÃ©pites de chocolat,Bonne Maman,250g,"Belgium, France, Luxembourg, Switzerland, en:united-kingdom",7/17/2024,5.73
REC-600233,8833,Petit Ã©colier chocolat noir pur beurre de cacao,LU,150 g,"Canada,Frankrijk,Duitsland,Marokko,RÃ©union,Spanje,Zwitserland",8/28/2024,6.15
REC-120129,10797,Sweet & salty popcorn,Proper Corn,84g,United Kingdom,5/6/2024,3.61
REC-614314,11805,Cocoa Vanilla Oat Boosts,graze,4 x 30 g,"France,United Kingdom",7/20/2024,14
REC-151525,5140,Megachok,arluy,500g,"France,Morocco,New Caledonia",5/28/2024,18.21
REC-217744,7396,Cranberry saveur amande,GerblÃ©,132 g (4 Ã— 3 biscuits),"Frankrijk,RÃ©union",5/12/2025,9.15
REC-737686,10860,"Biscuits 3 graines Kasha, SÃ©same, Pavot",,"132 g, 4 sachets de 3 biscuits","France,La RÃ©union",8/1/2024,21.57
REC-310932,14834,Chocolat noir 85% Madagascar,Ethiquable,100 g,"France,Spain",4/19/2025,7.05
REC-343699,13161,VÃ©ritable petit beurre,"LU, Mondelez, Mondelez international",200 g e,"France,Guadeloupe,La RÃ©union,Suisse",7/26/2024,19.29
REC-499216,11117,TEXAS BBQ SAUCE,PRINGLES,,"Belgium,Bulgaria,Germany,Ireland,Morocco,Romania,United Kingdom,Libya",3/2/2024,3.96
REC-117524,5039,Extrem,Excelo,,en:Morocco,10/18/2025,23.56
REC-799646,10029,SablÃ©s chocolat,McVitie's,300 g,France,4/7/2025,1.73
REC-452768,9793,NAKD PROTEIN - Cacao noisette - 45g (16x1p),Nakd,45 g,"France, United Kingdom, en:switzerland",7/3/2024,
REC-734503,14206,Kinder Bueno,Kinder,43g,"AlgÃ©rie,Belgique,Allemagne,Italie,Maroc,Espagne,Suisse,Tunisie,Royaume-Uni,Ã‰tats-Unis,France",12/31/2024,10.66
REC-426267,11642,Wheat Biscuits,By Sainsbury's,,en:gb,4/21/2024,23.04
REC-616790,14425,Shortbread Fingers,Walkerâ€™s,160g,United Kingdom,9/16/2025,1.6
REC-519560,7176,Chips saveur fromage du Jura,Brets,125 g,"France, en:morocco",10/24/2024,21.83
REC-876426,12754,Top cookies,Excelo,28 g,Morocco,1/16/2025,
REC-255749,14155,cooky original chocolate chips,Be,,Morocco,3/12/2025,14.76
REC-335372,13315,Fine Milled Oatcakes,Nairn's,218 g,"Frankrijk,Verenigd Koninkrijk",12/20/2024,4.83
REC-824167,8454,Chips de lentilles saveur tomate mozza,,85 g,France,11/14/2025,7.7
REC-892701,8042,Fruit & Seed Oatcakes,Nairn's,,"France,United Kingdom,United States,en:united-kingdom",11/27/2024,3.52
REC-109243,7429,Milka oreo,Milka Oreo,25g,"France,Morocco,Maroc",6/8/2025,2.72
REC-222245,8897,Chocolate negro,"Carrefour BIO, Carrefour",100 g,"Belgium, France, French Polynesia, Italy, Spain, en:morocco",3/28/2025,9.67
REC-603051,7517,Cocoa Orange,Nakd,35g,Royaume-Uni,8/6/2025,16.7
REC-147698,13137,Savane,Brossard,310 g,France,7/2/2024,21.12
REC-909087,14717,Nutabella,null,900g,Morocco,7/25/2024,18.46
REC-659364,13462,Absolute black dark chocolate,Montezuma's,90 g,"EspaÃ±a,Reino Unido",3/30/2025,7.04
REC-431149,8527,eyoo,Excelo,,"France, en:morocco",5/5/2025,19.74
REC-194215,6870,Flash Wondermint Gum,Flash,5 pieces / 12g,"France, en:morocco",7/23/2024,17.85
REC-801190,13662,Biscuits Mega Duo imp,GullÃ³n,500g,"Francia,Marruecos,EspaÃ±a,fr:Francia",12/15/2025,7.25
REC-531273,9147,cooky,be,100g,Morocco,12/22/2024,10.84
REC-426965,14311,Dark Chocolate Chip Oat Biscuits,Nairn's,200 g,"France, New Zealand, United Kingdom, en:ireland",6/21/2024,1.2
REC-412341,14101,180G LT NOISETTE COTE D OR,CÃ´te d'Or,180g,"Algeria, France, Luxembourg, en:morocco",2/23/2025,10.13
REC-842128,14185,Dark Chocolate,TESCO finest,100g,en:united-kingdom,5/6/2025,12.39
REC-513271,10123,Merci Finest Selection Assorted Chocolates,Storck,250unknown,"Austria,Belgium,Bulgaria,France,Germany,Hungary,Morocco,Netherlands,North Macedonia,Poland,Romania,Sweden,Switzerland,United Kingdom",6/15/2024,13.74
REC-901924,5988,LOTUS BISCOFF Speculoos Original - 250g (2x125g),"Lotus Bakeries, Lotus",250 g,"Belgium, France, en:morocco",10/22/2025,6.98
REC-738096,8362,Noir 70% Intense,,100 g,"Belgique,France,Italie,Maroc",2/21/2025,23.87
REC-554502,11920,Biscuits Germe de BlÃ© et PÃ©pites de Chocolat,"Lidl,Sondey","200 g, 4 pochons de 5 biscuits",France,3/16/2024,4.49
REC-415207,14283,Milka wholenut,Milka,,"France,Maroc",4/14/2025,2.02
REC-932547,13331,nakd peanut butter protein bar,Nakd,3 x 45g,"France, United Kingdom, en:belgium",5/2/2024,16.1
REC-225200,13078,Fine & Gourmande Noir 70%,"Fine gourmande,Poulain",100 g,"France,Maroc",8/5/2025,17.64
REC-700756,6550,Barre cÃ©rÃ©ales ProtÃ©ines peanut& chocolatðŸ«,Nature Valley,160 g,"BÃ©lgica,Francia,EspaÃ±a,Reino Unido",5/22/2025,3.22
REC-104753,5467,Nature Valley Crunchy Oats & Honey,Nature Valley,,"Francia,Grecia,Irlanda,EspaÃ±a,Reino Unido",1/1/2025,13.98
REC-563677,10401,B'ono Wafer,Excelo,ja,en:Morocco,2/18/2024,22.57
REC-215776,13213,Cracotte Chocolat,"LU,Mondelez",200 g,"Belgique,France,La RÃ©union,Suisse",9/15/2025,8.73
REC-528518,12571,Tortilla Nachips Original,"Old El Paso,General Mills",185g,"Austria,BÃ©lgica,Dinamarca,Finlandia,Francia,Alemania,Grecia,Islandia,Irlanda,Italia,PaÃ­ses Bajos,Noruega,Polonia,EspaÃ±a,Suecia,Suiza,Reino Unido",12/19/2025,
REC-636347,13593,Tentation aiguebelle,Aiguebelle,,Morocco,11/16/2024,14.26
REC-411150,6118,Nut & fruit mix classic,"Alesto, Lidl",200g,"Bulgarie,Croatie,France,Allemagne,Pologne,Roumanie,Serbie,Espagne",4/13/2025,3.62
REC-740006,14976,Baiocchi nocciola 260g,"Barilla, Mulino Bianco - Barilla - Barilla G. e R. Fratelli - SocietÃ  per Azioni - Via Mantova, 166, 43122 Parma - Italy",260 g,"France,Germany,Italy,Spain,Switzerland",1/18/2026,1.02
REC-786767,11518,Table Water,Carr's,125g,"France,Irlande,Royaume-Uni",3/2/2025,4.99
REC-546635,8778,Biscoff,,250g,"Armenien,Irland,Neuseeland,Spanien,Vereinigtes KÃ¶nigreich",9/16/2025,11.99
REC-140146,5570,B-ready 6 piÃ¨ces,Ferrero,132 g,"BÃ©lgica,Francia,Alemania,Italia,Luxemburgo,Martinica,Mauricio,Marruecos,Nueva Caledonia,ReuniÃ³n,EspaÃ±a,Suiza,RepÃºblica de China,Tailandia,Reino Unido",1/10/2025,10.97
REC-594620,8463,Cheese & Onion Flavour Potato Crisps,Walkers,25 g,United Kingdom,5/19/2025,7.05
REC-116922,7404,Pim's Sinaasappel,LU,150 g e  [12 biscuits],"Belgique,France,Pays-Bas,Espagne,Suisse",5/3/2025,17.63
REC-307325,5909,Dark Chocolate Nuts & Sea Salt Bars,KIND,3 x 30g = 90g,en:gb,7/27/2025,19.81
REC-147375,13240,Noir intense dessert 70%,Lindt,200 g,"France,Maroc,Royaume-Uni",1/27/2026,5.7
REC-255248,6169,Biscuits Soja Figue,GerblÃ©,270 g,"Belgique,France,Maroc,La RÃ©union,Suisse",10/30/2024,5.23
REC-477166,11681,CREAM CRACKERS,Tesco,300 g,"France, Ireland, en:united-kingdom",9/1/2024,15.59
REC-984645,13750,Le petit GerblÃ© nature,gerblÃ©,200g,en:fr,11/20/2024,11.76
REC-637099,10108,Bastogne,"LU, Mondelez",260 g â„®,"France,en:belgium,en:reunion, en:new-caledonia, en:french-polynesia",4/2/2024,24.22
REC-872243,7122,90G FERRERO ROCHER TABLETTE LT,Ferrero Rocher,90g,"Belgium,Bulgaria,France,Germany,Morocco,Romania,United Kingdom,Italy",5/18/2025,20.01
REC-256797,10421,"Chocolate Bar, snickers","SNICKERS, Mars",,"Bulgaria,RepÃºblica Checa,Francia,Alemania,Marruecos,Polonia,EspaÃ±a",4/17/2025,18.94
REC-891221,7883,Noix de cajou & cranberries,Alesto,200 g,"Belgique,Bulgarie,Croatie,France,Allemagne,Italie",8/27/2025,
REC-668354,5029,Chamonix,"LU,Mondelez","250 g â„®, (20 biscuits x 12,5 g)",France,3/18/2024,
REC-163360,12757,Twix Twin,Mars Wrigley,50g,"Belgium, Bulgaria, France, Germany, Hungary, Italy, Morocco, Romania, United Kingdom, en:saudi-arabia",8/28/2024,2.23
REC-817759,11291,AFTER EIGHT Coffret 300g,NestlÃ©,300 g,"Belgium, France, Ireland, Spain, United Kingdom, en:morocco",1/3/2026,
REC-919628,7157,Cookie Chocolat saveur noisette Sans sucres,GerblÃ©,130 gr,France,11/7/2024,16.9
REC-828515,9969,,,,Morocco,8/15/2025,
REC-653547,11328,NAPOLITAIN,Aiguebelle,4 grs,Morocco,6/7/2024,2.74
REC-124019,10597,Biscuit chocolat saveur amande,GerblÃ©,200 g,"Francia,ReuniÃ³n",8/31/2024,12.36
REC-234442,14276,sablÃ© sÃ©same saveur vanille  - GerblÃ© sans sucres,GerblÃ©,132g,France,8/21/2025,4.09
REC-224813,11208,"GerblÃ© - SablÃ©s sans sucres saveur citron et Yuzu, 132g (4.7oz)",,"132 g, 3 sachets de 4 biscuits","Belgique,France,Suisse",11/17/2024,23.59
REC-886778,8143,Ferrero Rocher x 16,Ferrero,200g,"DÃ¤nemark,Frankreich,Deutschland,Marokko,Schweiz",9/12/2024,13.75
REC-222243,8407,Fakiat Barbeque,leader food,18g,"France,Morocco",9/15/2025,5.96
REC-956956,13224,Sticks et bretzels d'Alsace,"Dr. Oetker, ANCEL",300 g,France,2/11/2025,
REC-565596,12121,Sea Salt & Balsamic Vinegar Crisps,Kettle,130g,"Ireland, en:united-kingdom",3/27/2024,4.56
REC-468646,11217,Excellence Noir Orange Intense,Lindt,100 g,"Canada,France",8/19/2025,22.06
REC-706461,6671,Crousti'Son Miel ðŸ¯ðŸSÃ©same,GerblÃ©,200 g,"en:france, en:La RÃ©union, en:Switzerland",3/29/2025,21.38
REC-258452,6678,pringles hot & spicy,pringles,165g,"Croatie,France,Allemagne,Maroc,Roumanie",4/7/2025,
REC-391937,10925,SEA SALTED,Seabrook,6 x 25g,United Kingdom,4/10/2025,
REC-541786,12292,Kinder DÃ©lice 10-pack,"Kinder,Ferrero",390g,"France,Germany,Italy,Morocco",2/4/2026,18.76
REC-705116,8552,FourrÃ©s chocolat lait noisettes,Bjorg,,France,1/15/2026,3.34
REC-618179,7791,Tartines craquantes au sarrasin,,,"Belgique,France,Espagne,Suisse",9/15/2024,15.46
REC-805713,7030,Hohos,,,en:ma,1/4/2026,10.24
REC-787344,8824,Lemon Blueberry Oat Boosts,graze,4 x 30g,en:gb,8/19/2025,6.98
REC-452636,5813,Bimo,Merendina,36 g,Morocco,3/2/2025,12.78
REC-388435,6058,Oreo original,Mondelez,,en:Morocco,7/23/2024,16.2
REC-410200,11324,Malt Loaf,Soreen,,"France,United Kingdom",4/6/2025,18.84
REC-431929,10622,kinder chocolate,Kinder,50g,"AlgÃ©rie,Australie,BrÃ©sil,France,Allemagne,Hong Kong,Hongrie,Italie,Lituanie,Maroc,Portugal,Roumanie,Espagne,Suisse",5/25/2024,14.96
REC-595599,14494,Whole Nut Milk Chocolate,Fin CarrÃ©,,"Bulgaria,France,Germany,Ireland,United Kingdom",5/22/2025,17.98
REC-420462,11667,Cuor di Cereale,Galletas Gullon,300 g,"Bulgaria, France, Italy, Morocco, en:romania",1/3/2025,12.52
REC-276469,9429,Milk Chocolate,Tony's Chocolonely,180g,"United Kingdom,en:united-kingdom",9/26/2024,1.92
REC-110488,12529,Smoky Barbecue Crunch,graze,100g,United Kingdom,1/22/2025,
REC-278242,14213,SablÃ© Nature sans sucres,GerblÃ©,132g,"France,Suisse,Ã‰tats-Unis",2/28/2025,20.37
REC-304978,5948,Break Chocolate Fingers,"Break,Tiffany",31 g,"Lebanon, en:morocco",11/29/2024,15.29
REC-938382,10480,Gifflar Cannelle,"PÃ¥gen,Gifflar",260 g,"Francia,Alemania,Italia,PaÃ­ses Bajos,EspaÃ±a,Reino Unido",2/3/2026,23.2
REC-752253,8165,Gaufres Miel,Bjorg,175 g,"Croatia,France,Morocco,New Caledonia,RÃ©union,Switzerland",12/24/2025,
REC-668825,9445,Veg crisps,TYRRELL'S,125 gr,"France,Switzerland,UK",10/29/2025,10.65
REC-714142,7706,top cookies original,Excelo,32 g,Morocco,6/4/2024,3
REC-155683,14201,Tartines craquantes Froment,MaÃ®tre Jean Pierre,250 gram,"BelgiÃ«,Frankrijk,Duitsland",12/7/2025,16.14
REC-614633,11197,80% cacao noir,Carrefour,80 g,"France,Italie,Maroc,Espagne",3/30/2025,4.16
REC-810541,10650,Peanut Delight,nÄkd,4 x 35g,Royaume-Uni,3/11/2024,14.72
REC-719038,8305,Excelo nougat,Excelo,,ma,12/28/2024,
REC-891439,8216,Kinder Kinderini,Ferrero,250 g,"France,Allemagne,Italie,Suisse",1/2/2026,7.97
REC-590398,14693,,"Ferrero Rocher,Ferrero",,"Australia,Austria,BÃ©lgica,Francia,Marruecos,EspaÃ±a,Suiza,Reino Unido,Estados Unidos",10/31/2024,
REC-828436,12339,Buscalios,Risi,35g,"Francia,EspaÃ±a, en:morocco",10/13/2025,22.21
REC-231742,11533,Biscuits Tacos,Reda Food,,Maroc,6/25/2024,7.47
REC-505283,11007,Dark chocolate 75%,Marks & Spencer,,en:gb,10/30/2025,3.88
REC-405146,5025,PEANUTS ROASTED & SALTED,Alesto,250 g,"Belgique,Bulgarie,France,Hongrie,Espagne,SuÃ¨de",2/8/2025,21.93
REC-419555,14119,Roudor,St Michel,150 g,France,3/31/2024,1.02
REC-885496,9271,Tartined Craquantes ChÃ¢taigne,"Jardin bio, LÃ©a Nature",150 g,France,2/10/2025,5.7
REC-749206,14466,Kitkat,NestlÃ©,36.5g,en:ma,4/28/2024,
REC-432435,12770,Crunchy,Be,34g,Maroc,9/12/2025,8.15
REC-503925,8359,Chips recette paysanne nature,Lays,155 g,France,3/18/2025,17.38
REC-109081,9704,Ready Salted Crisps,Walkers,,United Kingdom,1/11/2026,2.11
REC-801714,12355,Fine milled oatcakes,Nairn's,4 pouches of 8 oatcakes (250 g),United Kingdom,8/29/2024,9.84
REC-789642,14617,Prince MulticÃ©rÃ©ales GoÃ»t Chocolat Au BlÃ© Complet,,293 g â„® (15 biscuits),"France,RÃ©union",9/24/2025,7.03
REC-501122,8459,Nutella biscuits fergulf,"Ferrero, Nutella",166 g,"France, Italy, Morocco, United Kingdom, en:germany",10/28/2025,2.76
REC-425316,8036,Pringles Paprika,,40g,"FranÈ›a,Germania,Maroc",9/25/2025,20.8
REC-673861,8907,Chocolate For Change Single Origin 85% Cocoa Dark Chocolate,Coop,100 g,United Kingdom,4/26/2024,4.85
REC-923949,14607,80% Dark Chocolate,Sainsbury's,,en:gb,4/14/2025,2.71
REC-975360,8850,Pain au lait bio x12 420g,la boulangÃ¨re,420 g,France,1/26/2026,5.26
REC-171363,11285,Hohos,,,en:ma,9/26/2024,23.3
REC-610460,8398,Protein Salted Caramel Nut,,40g,"France, Germany, United Kingdom, Frankreich, en:belgium",11/8/2024,7.75
REC-403782,7698,LU - Grany pommes,LU,125 g (x6),France,1/24/2026,24.67
REC-777889,11571,Pim's - Framboise,Lu,150 g,"Belgique,France,Maroc,Espagne,Suisse",12/31/2024,5.69
REC-378766,14247,Galleta ligera sin sal y sin azÃºcar,GullÃ³n,80 g,"Francia,Marruecos,EspaÃ±a",2/13/2025,
REC-327239,13402,Paahdettu maapÃ¤hkinÃ¤,Alesto,200 g,"France,Spain,Finland",6/30/2024,3.51
REC-326397,9991,Chocolat noir 80% Ã‰quateur intense et floral,Ethiquable,100 g,"France,Espagne,Suisse",10/27/2025,16.41
REC-690278,14683,Chocolate negro 85% cacao,Hacendado,100.g.,EspaÃ±a,12/7/2024,3.83
REC-102120,7648,Milk Chocolate,Fin CarrÃ©,100g,"Bulgaria,Finland,France,Germany,Hungary,Poland,Romania,Slovenia,Spain,Estonia",9/16/2024,6.92
REC-688832,10581,Dunkle Schokolade mit ganzen HaselnÃ¼ssen,"fin CarrÃ©, Lidl fin CarrÃ©",100g,"Belgium,France,Germany,Netherlands,Poland,Spain,Switzerland",5/31/2025,22.64
REC-291490,12382,Biscuits fourrÃ©s aux framboises,,175 g,"France,Morocco,Switzerland",12/15/2025,19.27
REC-740623,7606,M&M's peanut,Mars Wrigley,330 g,"Belgium,France,Germany,Italy,Switzerland",3/31/2025,21.82
REC-110119,5506,Cake & Chock,"Milka,MondelÄ“z",,"å¥¥åœ°åˆ©,æ¯”åˆ©æ—¶,çˆ±æ²™å°¼äºš,æ³•å›½,å¾·å›½,æ„å¤§åˆ©,æ‹‰è„«ç¶­äºž,ç«‹é™¶å®›,è·è˜­,æ³¢å…°,è‘¡è„ç‰™,åŒˆç‰™åˆ©",8/31/2025,
REC-247388,9226,Oregano Crostini Italian Bread Bites,Crosta & Mollica,150g,"France, en:united-kingdom",9/14/2024,16.31
REC-118961,6135,Oat Biscuits,,200 g,"New Zealand, United States, en:united-kingdom",12/30/2024,3.01
REC-348747,6106,Excellence Ã€ la Pointe de Fleur de Sel Noir,Lindt,100 g,"BÃ©lgica,Dinamarca,Francia,Alemania,Italia,PaÃ­ses Bajos,Portugal,EspaÃ±a,Suiza,Reino Unido",4/20/2025,12.48
REC-451588,6932,Moelleux chocolat noix,,138 g,"France,La RÃ©union",2/22/2024,9.18
REC-674481,8863,Berry Delight,Nakd,,United Kingdom,1/3/2025,12.51
REC-933861,6676,Ovomaltine crunchy,Ovo maltine,360g,"Belgium,France,Switzerland",10/16/2024,12.83
REC-985358,10037,Chocolat Bio noir 85%,CÃ´te d'Or,90 g,"Belgique,France,La RÃ©union",6/10/2025,
REC-447978,8413,Crunchy Cereal Bars made with whole grain rolled oats and honey,Nature Valley,420 g,"France, United Kingdom, en:ireland",12/10/2025,9.55
REC-167533,14678,Sweeties Mini,aiguebelle,,Morocco,11/4/2025,16.49
REC-783284,10364,Cookies chocolate Chip,Sondey,225g,"Francia,Alemania,EspaÃ±a,Suiza,en:England",2/12/2025,2.55
REC-895560,14747,,Wasa,270 g,"Italy, en:romania",7/30/2024,
REC-159182,10578,"Love, Corn (Sea Salt)",,115g,en:gb,7/15/2024,20.17
REC-228067,9824,,FlorbÃº,,"Marruecos,EspaÃ±a",2/5/2024,
REC-312884,6758,Digestive 0%,Hacendado,400g,EspaÃ±a,9/4/2025,9.92
REC-750594,12775,,,,en:Morocco,9/14/2025,
REC-417952,12417,Genova - Double Creme,,38g,Morocco,5/9/2025,4.13
REC-867395,10685,Madagascar Dark Chocolate tummasuklaa,Preferred Selection,100 g,"Czech Republic,Germany,Ireland",7/3/2024,9.37
REC-597548,12785,Mini BN Chocolat,BN,175g (5x35g),"Belgique,France,Maroc,La RÃ©union,Suisse",4/24/2025,12.69
REC-154012,12482,Biscuit fondant choco ðŸ«noir (sans sucres ajoutÃ©s),GerblÃ©,126 g,Francia,6/23/2025,11.73
REC-245493,8880,4 Baguettes viennoises 340g,La BoulangÃ¨re,340 g,France,7/4/2024,7.65
REC-550722,5410,VÃ©ritable Petit Ã©colier Pocket Chocolat au Lait,LU,250g (10 x 25g),"France,Suisse",12/15/2025,15.04
REC-405850,13531,SHORTBREAD FINGERS,PATERSON'S,"20 units, 300gr total","Spain, en:united-kingdom",11/29/2025,11.55
REC-191215,10051,Ø³ÙŠØ±Ø¬ÙŠÙˆ  ØµØºÙŠØ±Ø©,,,en:morocco,10/12/2025,
REC-758625,11017,cioccolato fondente,fin carre,200 g,Italy,10/28/2024,5.48
REC-633365,5484,Chips sel de mer et poivre noir,Tyrrellâ€™s,150g,"France,Allemagne,Royaume-Uni",6/4/2025,15.97
REC-613708,9966,NESTLÃ‰ DESSERT Noir 205g,,205 g,France,12/15/2024,3.54
REC-793167,6407,Corn Thins Original,Real Foods,150g,"Australia,France,New Zealand,United Kingdom",7/21/2025,2
REC-914211,14067,Marmite Crunch,graze,100 g,"France,United Kingdom",7/27/2024,22.51
REC-815843,9336,Chipotle & lime,Manomasa,,en:gb,11/15/2024,3.67
REC-508584,11539,HIGH FIBRE CREAM CRACKERS,"Jacob's, Jacobs",,"Royaume-Uni, en:france",10/25/2024,12.73
REC-236097,12806,The Original Cracker,Ritz Bakery,200 g,"United Kingdom, United States",12/22/2025,16.67
REC-537240,7407,MÃ¼sli oat biscuits,Emco,60g,"France,Morocco,Czech Republic",11/25/2025,
REC-346552,9023,Ginger 60% Cocoa Bar,Green & Black's,90 g,"Spain, en:united-kingdom",4/27/2024,
REC-787632,11920,BARBECUE LENTIL CHIPS,PROPER,85 gram,"United Kingdom,Netherlands",11/23/2024,4.69
REC-473925,7936,"LU - Grany Chocolate 5 Cereals Bar x6, 125g (4.5oz)",Lu,125 g,"France,Guadeloupe",6/16/2025,14.74
REC-477514,11188,Kinder Riegel Einzelpackung,"Ferrero group,Kinder",100 gram,"Belgium,Bulgaria,France,Germany,Morocco,Poland,Spain,Switzerland",5/8/2025,6.36
REC-105082,6224,Melloeux Fruit Rouges,,,"Belgique,France,Portugal,La RÃ©union,Suisse",12/16/2024,5.46
REC-528664,10267,Just Snax Tortilla Chips,Sainsbury's basics,200 g,United Kingdom,1/26/2026,11.85
REC-887059,7787,"Hazelnut, Pecan & Maple Oat Bars",deliciously ella,3 x 50g,United Kingdom,8/23/2024,10.4
REC-756881,6573,"Bonne Maman - Quatre Quarts, 500g (17.6oz)",Bonne Maman,500 g e,Francia,6/14/2024,5.56
REC-436222,12499,Chips saveur Sel & Vinaigre,,125 g,"Croatie,France",8/7/2025,19.51
REC-910883,10674,Mignonnette noir de noir,"CÃ´te d'or,Kraft Foods,Mondelez International",,"Belgium,China,France",3/25/2025,14.93
REC-594096,13112,La Paille d'Or aux framboises,"Lu, Mondelez International",170 g,"France,Suisse, en:belgium",3/9/2024,22.58
REC-953953,13647,Choco Wafer,"Milka,MondelÄ“z",180 g (6 x 30 g),"Belgique,France,Italie,Maroc,Portugal,Espagne",4/6/2025,
REC-162742,12477,Musli Oat biscuits (Blueberry),Emco,"Weigh 60g, 6 pieces inside","France, en:morocco",11/7/2024,17.9
REC-404794,8005,Lightly Salted Potato chips,Kettle,25g,en:gb,6/21/2025,4.21
REC-411911,6538,Palmito L'original,"Lu, Mondelez","100 g, 2 sachets","Belgique,France,Guadeloupe,Nouvelle-CalÃ©donie,La RÃ©union,Luxembourg",6/3/2025,
REC-709714,9026,Curly cacahuÃ¨te l'original,,160 g,"Canada,France",8/21/2025,4.98
REC-142011,11614,Salt and Vinegar Flavour Potato Crisps,Walkers,25 g,United Kingdom,1/15/2026,17.12
REC-224018,7160,Belvita original  - Biscuits petit dÃ©jeuner miel & pÃ©pites de chocolat,"Belvita, Lu, Mondelez",,"France,La RÃ©union,Suisse",5/30/2024,13.35
REC-450859,14600,Chocolat noir Bio 70%,"CÃ´te d'Or,Mondelez International",90 g,"Belgium,France,RÃ©union",5/14/2025,10.2
REC-899654,7650,Chips sea salt & cider vinegar,Tyrrels,150g,"France, en:united-kingdom",12/1/2024,19.93
REC-637476,10477,Ready Salted Crisps,Tesco Finest,150g,"United Kingdom,Czech Republic",7/6/2024,16.99
REC-940651,10035,All butter shortbread fingers,Tesco,210g,en:gb,12/2/2024,10.44
REC-550308,7241,Petites Madeleines,St Michel,1 kg (57 unitÃ©s),"France, en:reunion",1/22/2025,
REC-164799,13400,The Original Speculoos,Lotus,,"Francia,Alemania,Marruecos,Polonia,EspaÃ±a",6/24/2024,19.8
REC-269908,12654,Dark chocolate,Moser Roth,25g,en:gb,6/27/2024,5.52
REC-904498,6405,Milk Single Origin Chocolate,Waitrose,100g,United Kingdom,7/23/2024,4.62
REC-633035,10082,,Excelo,,Morocco,11/5/2025,
REC-704624,11348,Snack poppÃ© T&H,Too GoodFrance,85 g,Frankrijk,2/23/2024,22.83
REC-117145,6566,crackerbread,RYVITA,200g - 5g cad,"France, United Kingdom, en:ireland",6/17/2025,8.07
REC-526147,6216,Chocolate negro 99% cacao,HACENDADO,,EspaÃ±a,10/2/2025,16.56
REC-528594,13701,Carres graines pepites de chocolat,"Lidl, Sondey",140 g,Frankrijk,1/6/2025,15.23
REC-559831,13836,Sucre Pure Via SpecialPatisserie,,,France,4/3/2024,4.82
REC-646271,10486,Chips de lentilles saveur oignons caramÃ©lisÃ©s,Vico,85 g,France,9/7/2024,7.75
REC-323617,8422,Excellence Noir Caramel Ã  la pointe de sel,Lindt,100 g,France,7/22/2025,3.72
REC-330558,11609,Kinder Pinguin,"Kinder, Ferrero",240g,"France,Allemagne,Italie,Roumanie",6/17/2025,22.65
REC-243290,5811,GerblÃ© cacao cÃ©rÃ©ales,GerblÃ©,160 g,Francia,1/7/2025,17.72
REC-884233,14107,Crakes choc,excelo,,en:ma,6/3/2024,23.59
REC-441343,9558,Petit dÃ©jeuner fruits rouges,GerblÃ©,,France,3/19/2025,
REC-386153,8164,Chocolat Tentation Noir Gourmand Amandes,Aiguebelle,,"France,Maroc,en:morocco",9/30/2024,12.82
REC-561962,10725,Noir amandes entiÃ¨res,"CÃ´te d'or,Mondelez",180 g,"France,Morocco",6/11/2024,10.09
REC-684507,7706,Milk Caramel Sea Salt Chocolate,Tony's Chocolonely,180 g,United Kingdom,9/22/2024,
REC-724820,12941,Raffaello - Confetteria - Kokos & Mandelcreme,Ferrero,90 g,"Bulgaria,Francia,Alemania,Marruecos,Rumania,Reino Unido",9/21/2025,24.36
